date,open,high,low,close,volume,MovingAverageCrossover_signal,MovingAverageCrossover_binary,RSIStrategy_signal,RSIStrategy_binary,MACDStrategy_signal,MACDStrategy_binary,aggregated_signal,aggregated_binary
2024-09-02 14:00:00,58181.21,58808.0,58104.0,58597.0,1965.048,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-02 15:00:00,58597.0,58741.1,58480.9,58537.99,722.133,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-02 16:00:00,58537.99,58653.0,58293.12,58345.0,535.148,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-02 17:00:00,58345.0,58558.49,58301.0,58514.01,753.899,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-02 18:00:00,58514.01,58666.64,58318.33,58486.01,1025.89,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-02 19:00:00,58486.01,58559.0,58390.39,58439.99,541.535,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-02 20:00:00,58440.03,59243.0,58384.61,58992.0,1191.567,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-02 21:00:00,58992.01,59274.32,58875.03,59047.0,1326.68,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-02 22:00:00,59047.0,59350.0,59008.81,59349.99,637.615,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-02 23:00:00,59349.99,59425.69,59073.0,59132.13,564.973,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-03 00:00:00,59132.12,59258.0,59021.62,59257.99,502.756,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-03 01:00:00,59258.0,59406.57,59195.41,59388.01,518.717,1,1,0,0,1,1,0.7037037037037037,1
2024-09-03 02:00:00,59388.01,59809.65,59300.0,59311.01,1623.181,1,1,0,0,1,1,0.7037037037037037,1
2024-09-03 03:00:00,59311.01,59327.71,59041.86,59110.99,544.083,1,1,0,0,1,1,0.7037037037037037,1
2024-09-03 04:00:00,59111.0,59236.0,59003.99,59099.01,718.441,1,1,0,0,1,1,0.7037037037037037,1
2024-09-03 05:00:00,59099.0,59259.0,58988.0,59186.0,782.131,1,1,0,0,1,1,0.7037037037037037,1
2024-09-03 06:00:00,59186.0,59186.0,58872.0,58891.0,744.033,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 07:00:00,58891.01,59140.35,58880.57,59112.0,541.945,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 08:00:00,59112.01,59136.58,58717.0,58789.02,856.967,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 09:00:00,58789.01,58961.5,58783.0,58874.0,617.958,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 10:00:00,58874.01,59195.63,58836.87,59078.94,575.268,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 11:00:00,59078.94,59106.01,58951.0,59072.0,383.864,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 12:00:00,59072.01,59350.0,59057.34,59135.01,692.843,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 13:00:00,59135.01,59320.14,58198.28,58398.99,2496.483,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 14:00:00,58398.99,58398.99,57568.0,57672.84,3781.013,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-03 15:00:00,57672.84,58018.0,57630.0,57725.0,1219.725,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-03 16:00:00,57725.01,57924.0,57655.81,57708.0,1112.378,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-03 17:00:00,57707.99,58100.0,57680.0,57698.0,885.895,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-03 18:00:00,57698.0,58055.0,57589.01,57926.0,915.056,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 19:00:00,57925.99,58251.09,57852.0,58046.0,833.082,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 20:00:00,58045.99,58247.0,58045.99,58228.0,587.22,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 21:00:00,58228.01,58238.0,57957.5,58134.61,471.632,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 22:00:00,58134.61,58183.68,57863.99,57865.0,495.402,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-03 23:00:00,57865.0,57899.0,57415.0,57487.73,928.109,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-04 00:00:00,57487.74,57943.53,57100.0,57140.02,1476.455,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 01:00:00,57140.02,57161.06,55606.0,56784.01,6507.546,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 02:00:00,56784.01,56823.0,56520.35,56648.01,1131.29,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 03:00:00,56648.01,56850.0,56618.0,56653.98,893.255,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 04:00:00,56653.99,56728.0,56559.15,56694.0,517.992,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 05:00:00,56694.0,56694.0,56201.0,56252.01,1520.488,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 06:00:00,56252.01,56530.01,56209.99,56277.0,2018.11,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 07:00:00,56277.0,56881.0,56253.0,56746.0,1513.514,-1,0,0,0,-1,0,0.0,0
2024-09-04 08:00:00,56746.0,56909.94,56668.28,56783.01,740.013,-1,0,0,0,-1,0,0.0,0
2024-09-04 09:00:00,56783.01,56855.0,56570.0,56596.99,853.899,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 10:00:00,56596.99,56710.47,56453.0,56456.45,878.429,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 11:00:00,56456.46,56682.32,56454.73,56573.0,540.512,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-04 12:00:00,56573.0,56763.99,56479.95,56599.99,776.269,-1,0,1,1,1,1,0.6296296296296295,1
2024-09-04 13:00:00,56600.0,56700.0,56319.41,56490.0,1446.034,-1,0,1,1,1,1,0.6296296296296295,1
2024-09-04 14:00:00,56489.99,57581.4,56187.61,57511.1,3849.659,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-04 15:00:00,57511.11,58181.43,57365.0,58134.0,3831.98,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-04 16:00:00,58134.0,58519.0,58121.1,58406.07,2363.634,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-04 17:00:00,58406.06,58472.0,57821.79,57878.0,1365.951,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-04 18:00:00,57878.01,57997.99,57646.0,57684.01,805.585,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-04 19:00:00,57684.01,58165.0,57662.0,58058.01,749.562,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-04 20:00:00,58058.0,58181.0,57792.46,58048.01,598.905,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-04 21:00:00,58048.0,58120.0,57948.0,58100.0,300.284,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-04 22:00:00,58100.0,58390.0,58041.1,58130.99,465.296,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-04 23:00:00,58130.98,58232.0,57889.81,57970.9,416.159,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-05 00:00:00,57970.9,58327.07,57964.0,57997.75,935.438,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-05 01:00:00,57997.75,58249.0,57955.55,58021.99,499.193,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-05 02:00:00,58021.99,58063.99,57653.13,57692.99,783.11,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-05 03:00:00,57693.0,57693.0,56891.07,57135.42,2500.287,-1,0,0,0,-1,0,0.0,0
2024-09-05 04:00:00,57135.42,57291.1,57076.01,57206.4,672.684,-1,0,0,0,-1,0,0.0,0
2024-09-05 05:00:00,57206.4,57268.75,57029.0,57194.99,549.296,-1,0,0,0,-1,0,0.0,0
2024-09-05 06:00:00,57195.0,57222.78,56541.68,56914.01,1323.863,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-05 07:00:00,56914.01,57245.03,56831.71,57155.1,791.723,-1,0,0,0,-1,0,0.0,0
2024-09-05 08:00:00,57155.1,57232.0,56952.65,57004.0,627.526,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-05 09:00:00,57004.0,57012.0,56623.0,56797.0,1013.957,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-05 10:00:00,56797.0,56848.97,56654.31,56771.0,586.08,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-05 11:00:00,56771.0,56863.8,56663.0,56698.01,597.414,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-05 12:00:00,56698.01,56850.0,56318.0,56662.0,1962.333,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-05 13:00:00,56662.01,57158.81,56571.47,57028.62,1904.36,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-05 14:00:00,57028.62,57350.0,56479.36,56558.01,2734.645,1,1,1,1,-1,0,0.6666666666666666,1
2024-09-05 15:00:00,56558.0,56674.83,55817.51,55976.01,3598.751,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-05 16:00:00,55976.01,56416.65,55960.0,56335.0,1223.323,-1,0,0,0,-1,0,0.0,0
2024-09-05 17:00:00,56335.0,56614.0,56200.42,56602.99,893.08,-1,0,0,0,-1,0,0.0,0
2024-09-05 18:00:00,56603.0,56710.0,56506.3,56548.99,602.597,-1,0,0,0,-1,0,0.0,0
2024-09-05 19:00:00,56549.0,56568.0,55800.0,56060.01,1587.584,-1,0,0,0,-1,0,0.0,0
2024-09-05 20:00:00,56060.0,56259.97,56010.0,56094.0,664.196,-1,0,0,0,-1,0,0.0,0
2024-09-05 21:00:00,56094.0,56253.44,55643.65,56150.6,901.957,-1,0,0,0,-1,0,0.0,0
2024-09-05 22:00:00,56150.59,56227.5,55783.0,56104.6,521.413,-1,0,0,0,-1,0,0.0,0
2024-09-05 23:00:00,56104.99,56208.0,55993.45,56180.0,332.102,-1,0,0,0,-1,0,0.0,0
2024-09-06 00:00:00,56180.0,56333.82,55989.0,56182.0,597.431,-1,0,0,0,-1,0,0.0,0
2024-09-06 01:00:00,56182.01,56615.49,55993.0,56558.99,911.88,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 02:00:00,56559.0,56858.88,56499.87,56738.0,940.252,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 03:00:00,56738.0,56840.88,56532.0,56588.0,639.59,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 04:00:00,56588.01,56747.91,56585.29,56594.66,418.55,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 05:00:00,56594.67,56665.26,56295.49,56491.01,859.717,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 06:00:00,56491.01,56518.0,56278.57,56430.01,555.461,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 07:00:00,56430.01,56439.0,55280.0,55804.29,4110.125,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 08:00:00,55804.28,55938.42,55639.0,55783.01,1256.447,-1,0,0,0,-1,0,0.0,0
2024-09-06 09:00:00,55783.01,55925.46,55676.72,55889.86,1042.624,-1,0,0,0,-1,0,0.0,0
2024-09-06 10:00:00,55889.86,56262.11,55889.85,56178.01,890.382,-1,0,0,0,-1,0,0.0,0
2024-09-06 11:00:00,56178.01,56252.0,55826.26,55999.09,926.808,-1,0,0,0,-1,0,0.0,0
2024-09-06 12:00:00,55999.09,56944.59,55653.42,56873.99,5000.007,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 13:00:00,56873.99,57008.0,55849.8,55896.01,3481.498,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-06 14:00:00,55896.01,55936.0,54424.24,54733.24,7268.221,-1,0,0,0,-1,0,0.0,0
2024-09-06 15:00:00,54734.0,55000.0,53808.0,54045.01,5387.237,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-06 16:00:00,54045.0,54256.0,53632.83,54074.0,3316.2,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-06 17:00:00,54074.0,54435.0,53705.78,53935.0,2443.314,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-06 18:00:00,53935.01,53995.0,53350.0,53352.67,2451.712,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-06 19:00:00,53352.67,53997.0,53267.54,53534.28,3103.277,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-06 20:00:00,53534.27,53800.0,52650.0,52887.99,4613.335,-1,0,1,1,-1,0,0.2962962962962963,0
2024-09-06 21:00:00,52888.0,53766.58,52550.0,53766.57,2677.79,-1,0,0,0,-1,0,0.0,0
2024-09-06 22:00:00,53766.58,53856.82,53614.52,53644.01,858.289,-1,0,0,0,-1,0,0.0,0
2024-09-06 23:00:00,53644.0,53969.99,53611.1,53962.97,697.62,-1,0,0,0,-1,0,0.0,0
2024-09-07 00:00:00,53962.97,54095.65,53891.51,53914.0,800.057,-1,0,0,0,-1,0,0.0,0
2024-09-07 01:00:00,53914.0,54000.11,53745.54,53813.37,690.469,-1,0,0,0,-1,0,0.0,0
2024-09-07 02:00:00,53813.37,53945.42,53756.56,53802.0,418.472,-1,0,1,1,1,1,0.6296296296296295,1
2024-09-07 03:00:00,53802.0,53873.81,53791.42,53818.91,374.193,-1,0,1,1,1,1,0.6296296296296295,1
2024-09-07 04:00:00,53818.92,54061.1,53814.0,54060.59,413.168,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 05:00:00,54060.59,54381.1,54007.67,54185.01,1125.352,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 06:00:00,54185.01,54379.0,54028.22,54320.23,1117.412,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 07:00:00,54320.23,54405.37,54183.31,54286.0,1554.895,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 08:00:00,54286.0,54393.48,54189.6,54370.99,795.863,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 09:00:00,54371.0,54419.38,54168.23,54251.11,528.554,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 10:00:00,54251.11,54454.8,54247.0,54346.01,489.082,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-07 11:00:00,54346.01,54492.98,54264.54,54326.0,476.366,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 12:00:00,54326.01,54663.0,54326.0,54578.71,562.261,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-07 13:00:00,54578.72,54665.94,54404.0,54546.99,686.741,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-07 14:00:00,54547.0,54691.1,54488.41,54632.17,529.51,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-07 15:00:00,54632.17,54829.0,54600.0,54780.0,732.363,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-07 16:00:00,54780.0,54850.0,54434.84,54465.97,810.176,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 17:00:00,54465.97,54535.72,54000.0,54134.0,976.36,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 18:00:00,54134.0,54396.88,54037.0,54291.1,814.893,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 19:00:00,54291.1,54457.82,54231.1,54404.01,536.348,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 20:00:00,54404.01,54437.97,54166.0,54166.01,392.254,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 21:00:00,54166.01,54188.0,53867.0,53926.99,874.494,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 22:00:00,53927.0,54082.89,53868.0,53954.0,364.405,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-07 23:00:00,53954.0,54196.64,53814.01,54160.86,630.36,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 00:00:00,54160.86,54190.17,53964.0,54137.5,497.48,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 01:00:00,54137.5,54365.44,54136.0,54275.0,423.05,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 02:00:00,54274.99,54509.0,54274.99,54337.43,668.687,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 03:00:00,54337.44,54405.01,54266.88,54402.99,390.283,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 04:00:00,54402.98,54575.0,54371.1,54491.99,374.731,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 05:00:00,54492.0,54518.75,54327.52,54344.01,365.618,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 06:00:00,54344.01,54419.99,54261.1,54292.01,445.268,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 07:00:00,54292.01,54525.0,54292.0,54436.25,536.617,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 08:00:00,54436.25,54500.01,54356.0,54480.0,304.761,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 09:00:00,54480.0,54722.85,54456.01,54456.02,793.527,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 10:00:00,54456.02,54643.2,54440.0,54608.01,375.089,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 11:00:00,54608.01,54669.6,54517.39,54556.08,292.355,-1,0,-1,0,1,1,0.3333333333333333,0
2024-09-08 12:00:00,54556.08,54567.0,54095.52,54194.7,792.464,-1,0,0,0,1,1,0.3333333333333333,0
2024-09-08 13:00:00,54194.71,54399.0,54072.01,54399.0,630.642,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 14:00:00,54398.99,54444.0,54041.61,54149.5,632.852,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 15:00:00,54149.51,54189.99,53640.0,53687.0,1444.457,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-08 16:00:00,53686.99,54024.56,53629.01,53907.18,781.008,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-08 17:00:00,53907.18,54519.3,53907.17,54510.01,810.899,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-08 18:00:00,54510.0,54531.1,54277.0,54412.01,433.051,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 19:00:00,54412.01,54475.0,54317.0,54337.01,264.251,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 20:00:00,54337.02,54384.0,54184.0,54379.02,364.272,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 21:00:00,54379.01,54619.84,54299.89,54464.0,663.07,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 22:00:00,54463.99,55318.0,54367.5,54530.0,2894.914,1,1,0,0,1,1,0.7037037037037037,1
2024-09-08 23:00:00,54530.0,54975.0,54424.75,54869.95,1094.802,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 00:00:00,54869.95,55210.0,54688.69,55045.0,1414.801,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 01:00:00,55045.01,55370.23,54901.1,55103.99,1831.56,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 02:00:00,55104.0,55137.0,54851.1,55113.0,623.143,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 03:00:00,55113.01,55215.74,54764.68,55115.0,1030.088,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 04:00:00,55115.0,55150.0,54849.64,54849.65,1034.9,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 05:00:00,54849.65,54935.39,54591.96,54668.0,745.991,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 06:00:00,54668.0,54971.1,54644.01,54898.0,593.889,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 07:00:00,54898.0,55010.87,54730.0,54974.01,716.382,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 08:00:00,54974.01,55341.78,54960.0,55244.0,1100.182,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 09:00:00,55244.0,55555.0,55102.0,55152.0,988.107,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 10:00:00,55152.0,55457.51,55100.0,55364.0,816.93,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 11:00:00,55364.0,55386.0,55159.91,55264.87,523.957,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 12:00:00,55264.87,55356.0,54965.71,55341.1,801.655,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 13:00:00,55341.1,55799.0,55252.0,55686.92,1851.554,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 14:00:00,55686.93,55750.0,54804.0,54840.01,2380.623,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 15:00:00,54840.0,55470.0,54828.0,55386.0,1508.65,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 16:00:00,55385.99,56525.14,55348.54,56430.11,3509.03,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 17:00:00,56430.11,56775.24,56339.51,56514.0,1860.605,1,1,0,0,1,1,0.7037037037037037,1
2024-09-09 18:00:00,56514.0,56650.0,56264.0,56530.0,1814.748,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 19:00:00,56529.99,57177.0,56482.0,57089.54,1869.536,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 20:00:00,57089.53,57128.0,56810.0,57007.98,788.175,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 21:00:00,57007.98,58088.0,57002.93,57454.27,2977.37,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 22:00:00,57454.27,57620.0,57184.32,57216.0,786.56,1,1,-1,0,1,1,0.7037037037037037,1
2024-09-09 23:00:00,57216.01,57265.13,56998.19,57042.0,816.083,1,1,0,0,1,1,0.7037037037037037,1
2024-09-10 00:00:00,57042.01,57065.34,56624.5,56982.01,1449.291,1,1,0,0,1,1,0.7037037037037037,1
2024-09-10 01:00:00,56982.01,57050.72,56709.16,56900.0,849.868,1,1,0,0,1,1,0.7037037037037037,1
2024-09-10 02:00:00,56900.0,56911.09,56635.8,56775.28,612.498,1,1,0,0,1,1,0.7037037037037037,1
2024-09-10 03:00:00,56775.27,56802.0,56522.86,56524.74,677.609,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-10 04:00:00,56524.74,56739.4,56386.4,56609.99,816.28,1,1,-1,0,-1,0,0.37037037037037035,0
2024-09-10 05:00:00,56610.0,56966.0,56591.1,56945.45,611.355,1,1,-1,0,-1,0,0.37037037037037035,0
2024-09-10 06:00:00,56945.45,56945.45,56771.1,56825.99,466.452,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-10 07:00:00,56826.0,57290.0,56773.43,57218.57,1075.898,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-10 08:00:00,57218.56,57378.0,56990.0,57046.99,1189.371,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-10 09:00:00,57046.99,57273.52,56878.65,57086.01,1085.496,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-10 10:00:00,57086.01,57184.22,56947.13,57170.0,558.158,1,1,0,0,-1,0,0.37037037037037035,0
2024-09-10 11:00:00,57170.0,57260.0,57018.0,57228.0,690.718,1,1,0,0,-1,0,0.37037037037037035,0
